sourcе,stеm,last stem vowel,verb class,stem0,stem1,stem2,stеm tуpе,stem notes,principlе pаrts,unaccented principle parts,infinitivе,prеsеncе,futurе,аorist,impеrаtivе,mаsdаr,аgrееmеnt_slot,vеrb formаtion,verb formation stеm,pos_verb formation stem,vаriаtion,cаusаtivе,rеduplicаtion,аnothеr stеm rеduplicаtion,-ахъд,-д,rеduplicаtеd + д,rеduplicаtеd + р > д,rеduplicаtеd + л > д,rеduplicаtеd + м > д,-гъ,-х,-ар,-анхъ,-ар-д,-д-ар,-олд,и > е,у > е,-тI,dеfinition,id_dеfinition,X,Y,X2,Y2,lability,transitivity,light verb,context,context_ru,example_source,mеаning_ru,rеfеrеncе,notеs,commеnts,context2,еxаmplе_sourcе
"сýкІ/изе (-ула, -ила, -ана, -е) 1. 1) (со)гнуться, сгибаться; махх ~ана железо согнулось 2) складываться, сложиться 2. 1) (со)гнуть что-л.; кагъат сукІизе (со)гнуть бумагу 2) складывать, сложить что-л.",сýкІ,и,1,сýкІ,сýкІи,сýкІа,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,,,,,сýкІизаб,сукІ-сýкІ,,,,,,,,,,,,,,,,,,(со)гнуть что-л.; кагъат сукІизе (со)гнуть бумагу,3,ERG,ABS,,,,,,махх ~ана,"железо согнулось 2) складываться, сложиться 2. 1) (со)гнуть что-л.",Гимбатов М.М. Аварско-русский словарь. 2006. / соседнее значение той же статьи,согнуть,Gimbаtov 2006,,,,
"сýкІ/изе (-ула, -ила, -ана, -е) 1. 1) (со)гнуться, сгибаться; махх ~ана железо согнулось 2) складываться, сложиться 2. 1) (со)гнуть что-л.; кагъат сукІизе (со)гнуть бумагу 2) складывать, сложить что-л.",сýкІ,и,1,сýкІ,сýкІи,сýкІа,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,,,,,сýкІизаб,сукІ-сýкІ,,,,,,,,,,,,,,,,,,"складывать, сложить что-л.",4,ERG,ABS,,,,,,махх ~ана,"железо согнулось 2) складываться, сложиться 2. 1) (со)гнуть что-л.",Гимбатов М.М. Аварско-русский словарь. 2006. / соседнее значение той же статьи,складывать,Gimbаtov 2006,,,,
"сукІ-сýкІизаб/изе (-ула, -ила, -уна, -е) понуд. от учащ. сукІ-сýкІизе",сукІ-сýкІизаб,и,2,сукІ-сýкІизаб,сукІ-сýкІизаби,сукІ-сýкІизабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сýкІ,verb,,,,,,,,,,,,,,,,,,,,,понуд. от учащ. сукІ-сýкІизе,1,ERG,ABS,,,,,,,,,понуд. от учащ. сукІ-сýкІизе,Gimbаtov 2006,,,,
"сукІ-сýкІ/изе (-ула, -ила, -ана, -е) учащ. 1. 1) (со)гнуться, сгибаться (в нескольких местах); кагъат ~ана лист бумаги согнулся; ~ун гІодов ккана согнувшись [от изнеможения], упал 2) складываться, сложиться 2. 1) (со)гнуть, сгибать что-л. 2) складывать, сложить что-л.; ~ун гІодоб лъуна сложив, положили на пол",сукІ-сýкІ,и,1,сукІ-сýкІ,сукІ-сýкІи,сукІ-сýкІа,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,full reduplication,сýкІ,verb,,сукІ-сýкІизаб,,,,,,,,,,,,,,,,,,,"(со)гнуться, сгибаться (в нескольких местах); кагъат ~ана лист бумаги согнулся; ~ун гІодов ккана согнувшись [от изнеможения], упал",1,N/A,ABS,,,,,,кагъат ~ана,лист бумаги согнулся,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,согнуться,Gimbаtov 2006,,,,
"сукІ-сýкІ/изе (-ула, -ила, -ана, -е) учащ. 1. 1) (со)гнуться, сгибаться (в нескольких местах); кагъат ~ана лист бумаги согнулся; ~ун гІодов ккана согнувшись [от изнеможения], упал 2) складываться, сложиться 2. 1) (со)гнуть, сгибать что-л. 2) складывать, сложить что-л.; ~ун гІодоб лъуна сложив, положили на пол",сукІ-сýкІ,и,1,сукІ-сýкІ,сукІ-сýкІи,сукІ-сýкІа,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,full reduplication,сýкІ,verb,,сукІ-сýкІизаб,,,,,,,,,,,,,,,,,,,"складываться, сложиться",2,N/A,ABS,,,,,,кагъат ~ана,лист бумаги согнулся,Гимбатов М.М. Аварско-русский словарь. 2006. / соседнее значение той же статьи,складываться,Gimbаtov 2006,,,,
"сукІ-сýкІ/изе (-ула, -ила, -ана, -е) учащ. 1. 1) (со)гнуться, сгибаться (в нескольких местах); кагъат ~ана лист бумаги согнулся; ~ун гІодов ккана согнувшись [от изнеможения], упал 2) складываться, сложиться 2. 1) (со)гнуть, сгибать что-л. 2) складывать, сложить что-л.; ~ун гІодоб лъуна сложив, положили на пол",сукІ-сýкІ,и,1,сукІ-сýкІ,сукІ-сýкІи,сукІ-сýкІа,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,full reduplication,сýкІ,verb,,сукІ-сýкІизаб,,,,,,,,,,,,,,,,,,,"(со)гнуть, сгибать что-л.",3,ERG,ABS,,,,,,кагъат ~ана,лист бумаги согнулся,Гимбатов М.М. Аварско-русский словарь. 2006. / соседнее значение той же статьи,согнуть,Gimbаtov 2006,,,,
"сукІ-сýкІ/изе (-ула, -ила, -ана, -е) учащ. 1. 1) (со)гнуться, сгибаться (в нескольких местах); кагъат ~ана лист бумаги согнулся; ~ун гІодов ккана согнувшись [от изнеможения], упал 2) складываться, сложиться 2. 1) (со)гнуть, сгибать что-л. 2) складывать, сложить что-л.; ~ун гІодоб лъуна сложив, положили на пол",сукІ-сýкІ,и,1,сукІ-сýкІ,сукІ-сýкІи,сукІ-сýкІа,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,full reduplication,сýкІ,verb,,сукІ-сýкІизаб,,,,,,,,,,,,,,,,,,,"складывать, сложить что-л.; ~ун гІодоб лъуна сложив, положили на пол",4,N/A,ABS,,,,,,~ун гІодоб лъуна,"сложив, положили на пол",Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,складывать,Gimbаtov 2006,,,,
"сýнсуд/изе (-ула, -ила, -ана, -е) учащ. (за)сопеть; макьилъ ~изе сопеть во сне; ~изе лъугьине засопеть",сýнсуд,и,1,сýнсуд,сýнсуди,сýнсуда,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,,,,,,,,,,,,,,,,,,,,,,,,учащ. (за)сопеть; макьилъ ~изе сопеть во сне; ~изе лъугьине засопеть,1,N/A,LOC,,,,,,макьилъ ~изе,сопеть во сне,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,засопеть,Gimbаtov 2006,,,,
"сýнтІизаб/изе (-ула, -ила, -уна, -е) понуд. заставлять, заставить кого-л. ньюхать что-л.; дать кому-л. понюхать что-л.; сунтІ ~изе дать кому-л. ньюхать табак",сýнтІизаб,и,2,сýнтІизаб,сýнтІизаби,сýнтІизабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сýнтІ,verb,,,,,,,,,,,,,,,,,,,,,"понуд. заставлять, заставить кого-л. ньюхать что-л.; дать кому-л. понюхать что-л.; сунтІ ~изе дать кому-л. ньюхать табак",1,N/A,ABS,,,,,,сунтІ ~изе,дать кому-л. ньюхать табак,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,заставлять нюхать,Gimbаtov 2006,,,,
"сýнтІ/изе (-ула, -ила, -ана, -е) (по)ньюхать что-л.; махІ ~изе поньюхать запах",сýнтІ,и,1,сýнтІ,сýнтІи,сýнтІа,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,,,,,сýнтІизаб,,,,,,,,,,,,,,,,,,,(по)ньюхать что-л.; махІ ~изе поньюхать запах,1,N/A,ABS,,,,,,махІ ~изе,поньюхать запах,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,поньюхать,Gimbаtov 2006,,,,
"сýнхизаб/изе (-ула, -ила, -уна, -е) понуд. от сýнхизе",сýнхизаб,и,2,сýнхизаб,сýнхизаби,сýнхизабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сýнх,verb,,,,,,,,,,,,,,,,,,,,,понуд. от сýнхизе,1,ERG,ABS,,,,,,,,,понуд. от сýнхизе,Gimbаtov 2006,,,,
"сýнх/изе (-ула, -ила, -ана, -е) высморкаться; мегІер ~изе высморкаться, очищать нос",сýнх,и,1,сýнх,сýнхи,сýнха,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,,,,,сýнхизаб,,,,,,,,,,,,,,,,,,,"высморкаться; мегІер ~изе высморкаться, очищать нос",1,N/A,ABS,,,,,,мегІер ~изе,"высморкаться, очищать нос",Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,высморкаться,Gimbаtov 2006,,,,
"сýризаб/изе (-ула, -ила, -уна, -е) понуд. 1) (о)позорить, обесславить кого-что-л.; кьибил-тухумго ~изе опозорить весь род; яс суризайизе обесславить девушку 2) (с)компрометировать кого-л. 3) разоблачать, разоблачить кого-л.; цІогьор суризавизе разоблачить вора 4) диал. заставлять, заставить ненавидеть кого-что-л.",сýризаб,и,2,сýризаб,сýризаби,сýризабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сýр,verb,,,,,,,,,,,,,,,,,,,,,"(о)позорить, обесславить кого-что-л.; кьибил-тухумго ~изе опозорить весь род; яс суризайизе обесславить девушку",1,N/A,ABS,,,,,,кьибил-тухумго ~изе,опозорить весь род,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,опозорить,Gimbаtov 2006,,,,
